중점_위도,중점_경도,경사각,최근접_시설의_평균거리,열선여부,원본여부,예측_열선여부
37.59054285513685,126.9933131239945,11.724226647768818,219.44534011353568,1.0,1,1.0
37.61341051900145,126.977763022816,5.044559044910811,642.3497041009762,1.0,1,1.0
37.61136560187175,126.9753165979465,7.859327073218745,420.36031967137706,1.0,1,1.0
37.60539992479125,126.957446921739,10.043141322963775,207.81846629525353,1.0,1,1.0
37.58331357708,126.987146807751,1.2265626728625276,250.5898988396152,1.0,1,0.0
37.57677449738645,127.006820359603,9.467531923640276,177.27638216118115,1.0,1,1.0
37.60052798757821,126.9570397551905,9.461556530256177,192.45245658857533,1.0,1,1.0
37.60955180368855,126.97127396786748,9.704954260255702,375.5918894978587,1.0,1,1.0
37.59092776723375,126.992698157907,7.855389750784038,297.965940731296,1.0,1,1.0
37.57987408181945,127.016532954927,6.751263837332579,223.9319844115556,1.0,1,1.0
37.60277373102125,126.9568596006075,7.143736119138223,208.1049736108214,1.0,1,1.0
37.60831595516175,126.97123566934452,15.8631004418161,273.0092704781784,1.0,1,1.0
37.606462765554355,126.9637807299295,8.851412895640365,261.61094257560364,1.0,1,1.0
37.6085046831177,126.9621876481205,15.333527153634677,346.146765000678,1.0,1,1.0
37.548219662024195,126.965106591237,0.8975238646929679,82.56463668442635,1.0,1,1.0
37.5470733538651,126.96357357198,5.590825215202967,109.16943282439088,1.0,1,1.0
37.52868206105535,127.004903685117,9.438879850826376,370.57361642958847,1.0,1,1.0
37.53557833076075,127.0109241577695,3.741894138945617,140.79524967254798,1.0,1,1.0
37.54256797007285,126.984252369994,6.290657651886152,229.951874289225,1.0,1,1.0
37.54381596889495,126.9903405154055,7.897959003062933,469.22329653779144,1.0,1,1.0
37.5375826039554,127.0118804811605,5.6197067114019985,173.48626742184177,1.0,1,1.0
37.5461118618304,126.973198459515,4.6216496767228765,158.02664540007564,1.0,1,1.0
37.5469282613105,126.966989731139,8.948565793027436,197.25182037186113,1.0,1,1.0
37.5508610948753,127.0302446349625,8.900685975294598,199.71725477129033,1.0,1,1.0
37.5563871335287,127.0311233933845,3.7465070250200663,230.10261958915584,1.0,1,1.0
37.556221160392894,127.0336342805015,1.6860261571177555,123.95405330909888,1.0,1,1.0
37.5856728183119,126.926933829869,12.839227435406494,176.66579085097413,1.0,1,1.0
37.5865204878056,126.933277138457,16.411929497828112,344.48316641850204,1.0,1,1.0
37.54724417225505,126.960062216873,6.32550033303485,80.83716796148103,1.0,1,1.0
37.5538715996837,126.93004597028,7.553984804055477,245.9832806539877,1.0,1,1.0
37.5544039644149,126.9449631491795,8.05860887943313,115.07034904242948,1.0,1,1.0
37.55406740406295,126.93884309397752,8.757373490432926,196.46975706725416,1.0,1,1.0
37.55513625118415,126.9427817140485,10.47206533539996,118.79681341211032,1.0,1,1.0
37.54973592619075,126.947709185125,6.1959072501644235,100.68460604262764,1.0,1,1.0
37.5372113776228,126.944587867914,2.202657930748493,246.0964540161909,1.0,1,1.0
37.55211631102595,126.9617963537815,2.5425296660984147,141.85461823088303,1.0,1,1.0
37.574585062664,126.895139919408,6.591404139905194,237.75627301481592,1.0,1,1.0
37.54574088951005,126.924966067122,1.4186235916046832,233.4980344182441,1.0,1,1.0
37.54845675624445,126.947556633699,3.6043609553082177,137.4919555628251,1.0,1,1.0
37.556410322454354,126.962050105902,4.222614889679715,195.87199546934676,1.0,1,1.0
37.497546144454546,127.01814001580148,0.9482531830182814,171.5634711543538,1.0,1,1.0
37.507530303348304,127.020368240792,1.548521736844732,259.1353442790991,1.0,1,1.0
37.5082247862391,127.020690371314,1.7044224829588583,195.0769803548335,1.0,1,1.0
37.4848632002368,126.9975871013435,10.126183082445069,146.1155478789613,1.0,1,1.0
37.4786856585646,127.0051790530105,0.0278599537918822,283.19726516119465,1.0,1,0.0
37.47985125988061,126.9918184131505,3.8565285708506,192.51509927367292,1.0,1,0.0
37.49443499441755,127.02112368006352,1.3321739534993136,240.393920231356,1.0,1,0.0
37.494019060992755,127.02128612026,1.1461955162646522,216.3806435833495,1.0,1,1.0
37.485114381757654,126.99695193782,8.639143254244303,117.9333858075004,1.0,1,1.0
37.47982501827845,126.988796221153,5.104940695223786,224.80714145852707,1.0,1,1.0
37.496027636502845,126.9978385782195,4.926557988064424,215.62252793921056,1.0,1,1.0
37.51136819684605,127.019454308149,1.66889666854244,229.46468715214132,1.0,1,0.0
37.514710932529994,127.0207159771605,7.8270706168950435,310.33761060203017,1.0,1,1.0
37.5162941156015,127.0249844984425,3.648417450295452,384.7110865922771,1.0,1,1.0
37.4868157191856,127.034809481099,1.2842607718116208,164.91777761473668,1.0,1,1.0
37.48810785446945,127.0340369525755,1.047283478003434,171.4010033676144,1.0,1,1.0
37.506573822321,127.028514200435,6.763959088328066,171.87054317366542,1.0,1,1.0
37.528369014841104,127.0463856002965,6.57344354255548,307.6380021025731,1.0,1,1.0
37.5186753231876,127.063916416932,8.416071676786899,304.67506000215343,1.0,1,1.0
37.50613480313704,127.027774537111,5.468370945058148,197.5266453860748,1.0,1,1.0
37.517406537402,127.036432420099,0.1712550470129096,176.5425392761363,1.0,1,0.0
37.5153103550281,127.045282130223,0.9984542222183692,216.5415126572158,1.0,1,0.0
37.5017171578127,127.026867203797,5.848471157425623,318.15833266811507,1.0,1,1.0
37.5002453958089,127.06268227385952,1.3956340629969235,258.7306866497284,1.0,1,1.0
37.511497883557496,127.038990911658,1.3544374802064787,204.48673974468488,1.0,1,1.0
37.514341176837,127.044125999988,1.0004026374552235,229.51708223922088,1.0,1,0.0
37.5165768558138,127.03784249931952,5.043527716180388,190.14156119399712,1.0,1,1.0
37.5229827473555,127.04988741994548,6.574666730953562,379.8535917457922,1.0,1,1.0
37.5018391285971,127.065200475171,2.636844134861921,165.0628208198917,1.0,1,1.0
37.4853380572677,127.099177608876,7.066975184376015,300.7566503742133,1.0,1,1.0
37.502351043772606,127.04659098970048,0.2942233006354606,79.09287229110328,1.0,1,1.0
37.51859580619385,127.0614616963565,11.52994957571556,231.27895108603389,1.0,1,1.0
37.5158274735077,127.038177163004,7.9641610397617635,257.70999315003866,1.0,1,1.0
37.504137500600905,127.0287044719375,4.671067323221697,275.8267712429327,1.0,1,1.0
37.5013866366446,127.02909929006547,5.600302220633766,310.66527780744656,1.0,1,1.0
37.511031267536,127.0308593447875,5.123811677371268,168.61204677044145,1.0,1,1.0
37.5059309119782,127.030493579002,0.0295569615422354,238.96627968391937,1.0,1,1.0
37.5010479329853,127.041383801889,6.174095912671018,202.930642274512,1.0,1,1.0
37.52066319507525,127.045199507394,2.9574579876303577,204.54638329017556,1.0,1,1.0
37.51593572961505,127.0225832505975,5.518334154711482,398.63973433388776,1.0,1,1.0
37.5140439594189,127.02099783428348,10.65182504435078,400.7125699159927,1.0,1,1.0
37.52339947142505,127.054061441135,3.528110809870899,279.63181134803267,1.0,1,0.0
37.514857198589,127.053165032054,5.2444824677755815,146.1741726453652,1.0,1,1.0
37.5182649610984,127.06127935999852,7.348232487906857,240.74255568078493,1.0,1,1.0
37.5100659828862,127.031862415194,3.837313478734844,201.2341085885655,1.0,1,1.0
37.51558328425355,127.029420385948,1.7738656423197257,246.2717744735441,1.0,1,1.0
37.5120858465921,127.031045900243,0.803436490467893,204.15348543155056,1.0,1,0.0
37.51327917607545,127.0359866845735,8.713978374242672,322.7929523258436,1.0,1,1.0
37.51247260828855,127.032365467528,4.868077710166401,282.39895731609363,1.0,1,1.0
37.521158453136195,127.045278483689,0.7996270131949513,194.6271683918453,1.0,1,1.0
37.528373848749595,127.04826376964,1.1380980412154595,372.54546453315663,1.0,1,1.0
37.5039256891143,127.029569508544,2.6148732635362597,268.8999028931049,1.0,1,0.0
37.505454569010496,127.0295344848915,4.673227747802159,255.49599134742888,1.0,1,1.0
37.50340114364585,127.0347873232585,0.3745497928820449,164.29071935521134,1.0,1,1.0
37.50289574359305,127.03315599004,1.4894020180123386,154.17641497065344,1.0,1,1.0
37.485425317988955,127.034844791674,4.471910662875516,101.9629791862852,1.0,1,1.0
37.5095408245439,127.03087388908,1.2860491407752055,168.56522310473443,1.0,1,1.0
37.5180292405191,127.039048153655,4.424887672647473,180.45677234197495,1.0,1,1.0
37.5111884513668,127.0496311308455,7.044169015223667,223.04227780121064,1.0,1,1.0
37.46420753356935,127.106729185727,2.4205782553777633,174.97346573350433,1.0,1,0.0
37.519593494089,127.026262089162,1.668615470808123,232.5495527925507,1.0,1,0.0
37.4720755864374,127.095150635482,3.687039094968143,120.8908989659224,1.0,1,1.0
37.5599768462789,127.0187343805265,0.8895427996148317,146.99557170376266,1.0,1,1.0
37.5642720859959,127.024152002105,6.967619521335446,72.80052117493925,1.0,1,1.0
37.5492893234713,127.01196592188752,5.23418069566677,151.91804282377694,1.0,1,1.0
37.534881350175,127.0094591453005,3.089593822879781,213.48110712800153,1.0,1,1.0
37.54610403065525,127.0224373865435,4.096997277361944,117.6680611930524,1.0,1,1.0
37.54545969035845,127.014957532546,4.493996016532,145.75878548503732,1.0,1,1.0
37.540659327679606,127.0128538410465,7.206273605405873,0.0,1.0,1,1.0
37.5558684997837,127.0224954812515,7.1198871265585,159.32167554931195,1.0,1,1.0
37.55663396273415,127.02769826051347,4.765056604274437,116.03623418308668,1.0,1,1.0
37.55481984883925,127.0331210953215,6.004418785180271,235.04334026054136,1.0,1,1.0
37.5631162227741,127.0271465072945,9.004845464572565,142.24279353121415,1.0,1,1.0
